index,countryenc,priceenc,pointsenc,region_1enc,reviewenc,user_nameenc,provinceenc,wineryenc,countryenc + priceenc,pointsenc + user_nameenc,region_1enc + user_nameenc,pointsenc + region_1enc,priceenc + provinceenc,reviewenc + wineryenc,region_1enc + reviewenc,countryenc + provinceenc,provinceenc + user_nameenc,countryenc + pointsenc,countryenc + user_nameenc,priceenc + user_nameenc,region_1enc + wineryenc,pointsenc + provinceenc,provinceenc + wineryenc,priceenc + wineryenc,provinceenc + reviewenc,provinceenc + region_1enc,countryenc + wineryenc,countryenc + reviewenc,priceenc + reviewenc,user_nameenc + wineryenc,pointsenc + priceenc,pointsenc + wineryenc,pointsenc + reviewenc,countryenc + region_1enc,priceenc + region_1enc,reviewenc + user_nameenc,countryenc * priceenc,pointsenc * user_nameenc,region_1enc * user_nameenc,pointsenc * region_1enc,priceenc * provinceenc,reviewenc * wineryenc,region_1enc * reviewenc,countryenc * provinceenc,provinceenc * user_nameenc,countryenc * pointsenc,countryenc * user_nameenc,priceenc * user_nameenc,region_1enc * wineryenc,pointsenc * provinceenc,provinceenc * wineryenc,priceenc * wineryenc,provinceenc * reviewenc,provinceenc * region_1enc,countryenc * wineryenc,countryenc * reviewenc,priceenc * reviewenc,user_nameenc * wineryenc,pointsenc * priceenc,pointsenc * wineryenc,pointsenc * reviewenc,countryenc * region_1enc,priceenc * region_1enc,reviewenc * user_nameenc,variety
9347,4,155,10,17,1,4,47,3733,159,14,21,27,202,3734,18,51,51,14,8,159,3750,57,3780,3888,48,64,3737,5,156,3737,165,3743,11,21,172,5,620,40,68,170,7285,3733,17,188,188,40,16,620,63461,470,175451,578615,47,799,14932,4,155,14932,1550,37330,10,68,2635,4,Chardonnay
9348,6,24,12,453,1,11,50,2669,30,23,464,465,74,2670,454,56,61,18,17,35,3122,62,2719,2693,51,503,2675,7,25,2680,36,2681,13,459,477,12,144,132,4983,5436,1200,2669,453,300,550,72,66,264,1209057,600,133450,64056,50,22650,16014,6,24,29359,288,32028,12,2718,10872,11,Syrah
9349,6,18,7,581,1,7,32,528,24,14,588,588,50,529,582,38,39,13,13,25,1109,39,560,546,33,613,534,7,19,535,25,535,8,587,599,8,108,49,4067,4067,576,528,581,192,224,42,42,126,306768,224,16896,9504,32,18592,3168,6,18,3696,126,3696,7,3486,10458,7,Red Blend
9350,3,16,6,189,0,0,0,4347,19,6,189,195,16,4347,189,3,0,9,3,16,4536,6,4347,4363,0,189,4350,3,16,4347,22,4353,6,192,205,0,48,0,0,1134,0,0,0,0,0,18,0,0,821583,0,0,69552,0,0,13041,0,0,0,96,26082,0,567,3024,0,Riesling
9351,3,3,6,613,0,10,13,3279,6,16,623,619,16,3279,613,16,23,9,13,13,3892,19,3292,3282,13,626,3282,3,3,3289,9,3285,6,616,616,10,9,60,6130,3678,39,0,0,39,130,18,30,30,2010027,78,42627,9837,0,7969,9837,0,0,32790,18,19674,0,1839,1839,0,Chardonnay
9352,0,9,4,342,0,12,21,4973,9,16,354,346,30,4973,342,21,33,4,12,21,5315,25,4994,4982,21,363,4973,0,9,4985,13,4977,4,342,351,12,0,48,4104,1368,189,0,0,0,252,0,0,108,1700766,84,104433,44757,0,7182,0,0,0,59676,36,19892,0,0,3078,0,Red Blend
9353,6,16,11,513,1,6,7,4458,22,17,519,524,23,4459,514,13,13,17,12,22,4971,18,4465,4474,8,520,4464,7,17,4464,27,4469,12,519,529,7,96,66,3078,5643,112,4458,513,42,42,66,36,96,2286954,77,31206,71328,7,3591,26748,6,16,26748,176,49038,11,3078,8208,6,Red Blend
9354,3,15,10,249,1,10,3,4888,18,20,259,259,18,4889,250,6,13,13,13,25,5137,13,4891,4903,4,252,4891,4,16,4898,25,4898,11,252,264,11,45,100,2490,2490,45,4888,249,9,30,30,30,150,1217112,30,14664,73320,3,747,14664,3,15,48880,150,48880,10,747,3735,10,Bordeaux-style White Blend
9355,6,131,13,388,1,9,7,409,137,22,397,401,138,410,389,13,16,19,15,140,797,20,416,540,8,395,415,7,132,418,144,422,14,394,519,10,786,117,3492,5044,917,409,388,42,63,78,54,1179,158692,91,2863,53579,7,2716,2454,6,131,3681,1703,5317,13,2328,50828,9,Cabernet Sauvignon
9356,3,31,6,10,0,10,0,2034,34,16,20,16,31,2034,10,3,10,9,13,41,2044,6,2034,2065,0,10,2037,3,31,2044,37,2040,6,13,41,10,93,60,100,60,0,0,0,0,0,18,30,310,20340,0,0,63054,0,0,6102,0,0,20340,186,12204,0,30,310,0,Pinot Noir
9357,6,41,11,159,1,11,50,3367,47,22,170,170,91,3368,160,56,61,17,17,52,3526,61,3417,3408,51,209,3373,7,42,3378,52,3378,12,165,200,12,246,121,1749,1749,2050,3367,159,300,550,66,66,451,535353,550,168350,138047,50,7950,20202,6,41,37037,451,37037,11,954,6519,11,Syrah
9358,0,36,3,321,0,12,21,4148,36,15,333,324,57,4148,321,21,33,3,12,48,4469,24,4169,4184,21,342,4148,0,36,4160,39,4151,3,321,357,12,0,36,3852,963,756,0,0,0,252,0,0,432,1331508,63,87108,149328,0,6741,0,0,0,49776,108,12444,0,0,11556,0,Red Blend
9359,6,30,11,453,1,11,50,2575,36,22,464,464,80,2576,454,56,61,17,17,41,3028,61,2625,2605,51,503,2581,7,31,2586,41,2586,12,459,483,12,180,121,4983,4983,1500,2575,453,300,550,66,66,330,1166475,550,128750,77250,50,22650,15450,6,30,28325,330,28325,11,2718,13590,11,Cabernet Sauvignon
9360,6,31,11,159,1,11,50,2669,37,22,170,170,81,2670,160,56,61,17,17,42,2828,61,2719,2700,51,209,2675,7,32,2680,42,2680,12,165,190,12,186,121,1749,1749,1550,2669,159,300,550,66,66,341,424371,550,133450,82739,50,7950,16014,6,31,29359,341,29359,11,954,4929,11,Syrah
9361,6,48,8,239,1,7,32,4862,54,15,246,247,80,4863,240,38,39,14,13,55,5101,40,4894,4910,33,271,4868,7,49,4869,56,4870,9,245,287,8,288,56,1673,1912,1536,4862,239,192,224,48,42,336,1162018,256,155584,233376,32,7648,29172,6,48,34034,384,38896,8,1434,11472,7,Pinot Noir
9362,3,15,7,207,1,10,4,1096,18,17,217,214,19,1097,208,7,14,10,13,25,1303,11,1100,1111,5,211,1099,4,16,1106,22,1103,8,210,222,11,45,70,2070,1449,60,1096,207,12,40,21,30,150,226872,28,4384,16440,4,828,3288,3,15,10960,105,7672,7,621,3105,10,Pinot Noir
9363,0,3,2,342,0,12,21,2577,3,14,354,344,24,2577,342,21,33,2,12,15,2919,23,2598,2580,21,363,2577,0,3,2589,5,2579,2,342,345,12,0,24,4104,684,63,0,0,0,252,0,0,36,881334,42,54117,7731,0,7182,0,0,0,30924,6,5154,0,0,1026,0,Red Blend
9364,6,46,9,5,1,9,7,1728,52,18,14,14,53,1729,6,13,16,15,15,55,1733,16,1735,1774,8,12,1734,7,47,1737,55,1737,10,11,51,10,276,81,45,45,322,1728,5,42,63,54,54,414,8640,63,12096,79488,7,35,10368,6,46,15552,414,15552,9,30,230,9,Pinot Noir
9365,3,20,12,10,1,0,0,4235,23,12,10,22,20,4236,11,3,0,15,3,20,4245,12,4235,4255,1,10,4238,4,21,4235,32,4247,13,13,30,1,60,0,0,120,0,4235,10,0,0,36,0,0,42350,0,0,84700,0,0,12705,3,20,0,240,50820,12,30,200,0,Chardonnay
9366,3,46,11,266,1,10,6,3463,49,21,276,277,52,3464,267,9,16,14,13,56,3729,17,3469,3509,7,272,3466,4,47,3473,57,3474,12,269,312,11,138,110,2660,2926,276,3463,266,18,60,33,30,460,921158,66,20778,159298,6,1596,10389,3,46,34630,506,38093,11,798,12236,10,Red Blend
9367,6,12,8,317,1,3,7,3609,18,11,320,325,19,3610,318,13,10,14,9,15,3926,15,3616,3621,8,324,3615,7,13,3612,20,3617,9,323,329,4,72,24,951,2536,84,3609,317,42,21,48,18,36,1144053,56,25263,43308,7,2219,21654,6,12,10827,96,28872,8,1902,3804,3,Red Blend
9368,6,25,5,87,0,3,7,196,31,8,90,92,32,196,87,13,10,11,9,28,283,12,203,221,7,94,202,6,25,199,30,201,5,93,112,3,150,15,261,435,175,0,0,42,21,30,18,75,17052,35,1372,4900,0,609,1176,0,0,588,125,980,0,522,2175,0,Pinot Noir
9369,6,102,13,388,1,9,7,100,108,22,397,401,109,101,389,13,16,19,15,111,488,20,107,202,8,395,106,7,103,109,115,113,14,394,490,10,612,117,3492,5044,714,100,388,42,63,78,54,918,38800,91,700,10200,7,2716,600,6,102,900,1326,1300,13,2328,39576,9,Cabernet Sauvignon
9370,5,5,1,553,0,12,42,219,10,13,565,554,47,219,553,47,54,6,17,17,772,43,261,224,42,595,224,5,5,231,6,220,1,558,558,12,25,12,6636,553,210,0,0,210,504,5,60,60,121107,42,9198,1095,0,23226,1095,0,0,2628,5,219,0,2765,2765,0,Red Blend
9371,4,61,14,39,2,4,35,4592,65,18,43,53,96,4594,41,39,39,18,8,65,4631,49,4627,4653,37,74,4596,6,63,4596,75,4606,16,43,100,6,244,56,156,546,2135,9184,78,140,140,56,16,244,179088,490,160720,280112,70,1365,18368,8,122,18368,854,64288,28,156,2379,8,Pinot Noir
9372,3,81,11,116,1,10,11,2672,84,21,126,127,92,2673,117,14,21,14,13,91,2788,22,2683,2753,12,127,2675,4,82,2682,92,2683,12,119,197,11,243,110,1160,1276,891,2672,116,33,110,33,30,810,309952,121,29392,216432,11,1276,8016,3,81,26720,891,29392,11,348,9396,10,Red Blend
9373,5,14,7,461,1,12,28,789,19,19,473,468,42,790,462,33,40,12,17,26,1250,35,817,803,29,489,794,6,15,801,21,796,8,466,475,13,70,84,5532,3227,392,789,461,140,336,35,60,168,363729,196,22092,11046,28,12908,3945,5,14,9468,98,5523,7,2305,6454,12,Red Blend
9374,5,40,10,442,1,12,8,2572,45,22,454,452,48,2573,443,13,20,15,17,52,3014,18,2580,2612,9,450,2577,6,41,2584,50,2582,11,447,482,13,200,120,5304,4420,320,2572,442,40,96,50,60,480,1136824,80,20576,102880,8,3536,12860,5,40,30864,400,25720,10,2210,17680,12,Red Blend
9375,3,11,6,624,0,10,13,4013,14,16,634,630,24,4013,624,16,23,9,13,21,4637,19,4026,4024,13,637,4016,3,11,4023,17,4019,6,627,635,10,33,60,6240,3744,143,0,0,39,130,18,30,110,2504112,78,52169,44143,0,8112,12039,0,0,40130,66,24078,0,1872,6864,0,Chardonnay
9376,6,42,9,516,1,6,7,131,48,15,522,525,49,132,517,13,13,15,12,48,647,16,138,173,8,523,137,7,43,137,51,140,10,522,558,7,252,54,3096,4644,294,131,516,42,42,54,36,252,67596,63,917,5502,7,3612,786,6,42,786,378,1179,9,3096,21672,6,Cabernet Sauvignon
9377,1,21,5,367,0,1,48,4684,22,6,368,372,69,4684,367,49,49,6,2,22,5051,53,4732,4705,48,415,4685,1,21,4685,26,4689,5,368,388,1,21,5,367,1835,1008,0,0,48,48,5,1,21,1719028,240,224832,98364,0,17616,4684,0,0,4684,105,23420,0,367,7707,0,Chardonnay
9378,0,113,14,342,2,12,21,5298,113,26,354,356,134,5300,344,21,33,14,12,125,5640,35,5319,5411,23,363,5298,2,115,5310,127,5312,16,342,455,14,0,168,4104,4788,2373,10596,684,0,252,0,0,1356,1811916,294,111258,598674,42,7182,0,0,226,63576,1582,74172,28,0,38646,24,Red Blend
9379,3,16,11,211,1,10,36,2169,19,21,221,222,52,2170,212,39,46,14,13,26,2380,47,2205,2185,37,247,2172,4,17,2179,27,2180,12,214,227,11,48,110,2110,2321,576,2169,211,108,360,33,30,160,457659,396,78084,34704,36,7596,6507,3,16,21690,176,23859,11,633,3376,10,Cabernet Sauvignon
9380,3,30,10,53,1,10,41,1377,33,20,63,63,71,1378,54,44,51,13,13,40,1430,51,1418,1407,42,94,1380,4,31,1387,40,1387,11,56,83,11,90,100,530,530,1230,1377,53,123,410,30,30,300,72981,410,56457,41310,41,2173,4131,3,30,13770,300,13770,10,159,1590,10,Red Blend
9381,5,46,11,442,1,12,8,2429,51,23,454,453,54,2430,443,13,20,16,17,58,2871,19,2437,2475,9,450,2434,6,47,2441,57,2440,12,447,488,13,230,132,5304,4862,368,2429,442,40,96,55,60,552,1073618,88,19432,111734,8,3536,12145,5,46,29148,506,26719,11,2210,20332,12,Red Blend
9382,6,81,11,273,1,9,7,2895,87,20,282,284,88,2896,274,13,16,17,15,90,3168,18,2902,2976,8,280,2901,7,82,2904,92,2906,12,279,354,10,486,99,2457,3003,567,2895,273,42,63,66,54,729,790335,77,20265,234495,7,1911,17370,6,81,26055,891,31845,11,1638,22113,9,Red Blend
9383,3,56,15,83,2,10,41,1641,59,25,93,98,97,1643,85,44,51,18,13,66,1724,56,1682,1697,43,124,1644,5,58,1651,71,1656,17,86,139,12,168,150,830,1245,2296,3282,166,123,410,45,30,560,136203,615,67281,91896,82,3403,4923,6,112,16410,840,24615,30,249,4648,20,Red Blend
9384,6,46,12,478,1,3,7,3342,52,15,481,490,53,3343,479,13,10,18,9,49,3820,19,3349,3388,8,485,3348,7,47,3345,58,3354,13,484,524,4,276,36,1434,5736,322,3342,478,42,21,72,18,138,1597476,84,23394,153732,7,3346,20052,6,46,10026,552,40104,12,2868,21988,3,Red Blend
9385,3,185,15,119,2,10,6,4304,188,25,129,134,191,4306,121,9,16,18,13,195,4423,21,4310,4489,8,125,4307,5,187,4314,200,4319,17,122,304,12,555,150,1190,1785,1110,8608,238,18,60,45,30,1850,512176,90,25824,796240,12,714,12912,6,370,43040,2775,64560,30,357,22015,20,Red Blend
9386,6,56,7,478,1,9,7,4282,62,16,487,485,63,4283,479,13,16,13,15,65,4760,14,4289,4338,8,485,4288,7,57,4291,63,4289,8,484,534,10,336,63,4302,3346,392,4282,478,42,63,42,54,504,2046796,49,29974,239792,7,3346,25692,6,56,38538,392,29974,7,2868,26768,9,Cabernet Sauvignon
9387,3,36,7,110,1,10,6,1915,39,17,120,117,42,1916,111,9,16,10,13,46,2025,13,1921,1951,7,116,1918,4,37,1925,43,1922,8,113,146,11,108,70,1100,770,216,1915,110,18,60,21,30,360,210650,42,11490,68940,6,660,5745,3,36,19150,252,13405,7,330,3960,10,Red Blend
9388,4,131,14,76,2,4,46,1665,135,18,80,90,177,1667,78,50,50,18,8,135,1741,60,1711,1796,48,122,1669,6,133,1669,145,1679,16,80,207,6,524,56,304,1064,6026,3330,152,184,184,56,16,524,126540,644,76590,218115,92,3496,6660,8,262,6660,1834,23310,28,304,9956,8,Red Blend
9389,6,11,7,247,1,8,25,3180,17,15,255,254,36,3181,248,31,33,13,14,19,3427,32,3205,3191,26,272,3186,7,12,3188,18,3187,8,253,258,9,66,56,1976,1729,275,3180,247,150,200,42,48,88,785460,175,79500,34980,25,6175,19080,6,11,25440,77,22260,7,1482,2717,8,Cabernet Sauvignon
9390,3,18,12,366,1,10,3,3948,21,22,376,378,21,3949,367,6,13,15,13,28,4314,15,3951,3966,4,369,3951,4,19,3958,30,3960,13,369,384,11,54,120,3660,4392,54,3948,366,9,30,36,30,180,1444968,36,11844,71064,3,1098,11844,3,18,39480,216,47376,12,1098,6588,10,Bordeaux-style White Blend
9391,3,18,13,10,1,0,0,5218,21,13,10,23,18,5219,11,3,0,16,3,18,5228,13,5218,5236,1,10,5221,4,19,5218,31,5231,14,13,28,1,54,0,0,130,0,5218,10,0,0,39,0,0,52180,0,0,93924,0,0,15654,3,18,0,234,67834,13,30,180,0,Chardonnay
9392,3,41,13,276,1,10,4,1151,44,23,286,289,45,1152,277,7,14,16,13,51,1427,17,1155,1192,5,280,1154,4,42,1161,54,1164,14,279,317,11,123,130,2760,3588,164,1151,276,12,40,39,30,410,317676,52,4604,47191,4,1104,3453,3,41,11510,533,14963,13,828,11316,10,Red Blend
9393,6,20,6,20,0,3,7,3856,26,9,23,26,27,3856,20,13,10,12,9,23,3876,13,3863,3876,7,27,3862,6,20,3859,26,3862,6,26,40,3,120,18,60,120,140,0,0,42,21,36,18,60,77120,42,26992,77120,0,140,23136,0,0,11568,120,23136,0,120,400,0,Pinot Noir
9394,6,31,10,159,1,7,50,2720,37,17,166,169,81,2721,160,56,57,16,13,38,2879,60,2770,2751,51,209,2726,7,32,2727,41,2730,11,165,190,8,186,70,1113,1590,1550,2720,159,300,350,60,42,217,432480,500,136000,84320,50,7950,16320,6,31,19040,310,27200,10,954,4929,7,Syrah
9395,6,21,11,645,1,7,32,242,27,18,652,656,53,243,646,38,39,17,13,28,887,43,274,263,33,677,248,7,22,249,32,253,12,651,666,8,126,77,4515,7095,672,242,645,192,224,66,42,147,156090,352,7744,5082,32,20640,1452,6,21,1694,231,2662,11,3870,13545,7,Chardonnay
9396,6,35,10,478,1,9,7,2500,41,19,487,488,42,2501,479,13,16,16,15,44,2978,17,2507,2535,8,485,2506,7,36,2509,45,2510,11,484,513,10,210,90,4302,4780,245,2500,478,42,63,60,54,315,1195000,70,17500,87500,7,3346,15000,6,35,22500,350,25000,10,2868,16730,9,Cabernet Sauvignon
9397,6,16,10,645,1,7,32,206,22,17,652,655,48,207,646,38,39,16,13,23,851,42,238,222,33,677,212,7,17,213,26,216,11,651,661,8,96,70,4515,6450,512,206,645,192,224,60,42,112,132870,320,6592,3296,32,20640,1236,6,16,1442,160,2060,10,3870,10320,7,Red Blend
9398,6,13,8,159,1,7,50,298,19,15,166,167,63,299,160,56,57,14,13,20,457,58,348,311,51,209,304,7,14,305,21,306,9,165,172,8,78,56,1113,1272,650,298,159,300,350,48,42,91,47382,400,14900,3874,50,7950,1788,6,13,2086,104,2384,8,954,2067,7,Chardonnay
9399,3,36,12,32,1,10,36,2126,39,22,42,44,72,2127,33,39,46,15,13,46,2158,48,2162,2162,37,68,2129,4,37,2136,48,2138,13,35,68,11,108,120,320,384,1296,2126,32,108,360,36,30,360,68032,432,76536,76536,36,1152,6378,3,36,21260,432,25512,12,96,1152,10,Chardonnay
9400,3,45,12,211,1,10,36,2192,48,22,221,223,81,2193,212,39,46,15,13,55,2403,48,2228,2237,37,247,2195,4,46,2202,57,2204,13,214,256,11,135,120,2110,2532,1620,2192,211,108,360,36,30,450,462512,432,78912,98640,36,7596,6576,3,45,21920,540,26304,12,633,9495,10,Cabernet Sauvignon
9401,3,21,12,366,1,10,3,3378,24,22,376,378,24,3379,367,6,13,15,13,31,3744,15,3381,3399,4,369,3381,4,22,3388,33,3390,13,369,387,11,63,120,3660,4392,63,3378,366,9,30,36,30,210,1236348,36,10134,70938,3,1098,10134,3,21,33780,252,40536,12,1098,7686,10,Bordeaux-style White Blend
9402,6,6,7,16,1,3,7,2238,12,10,19,23,13,2239,17,13,10,13,9,9,2254,14,2245,2244,8,23,2244,7,7,2241,13,2245,8,22,22,4,36,21,48,112,42,2238,16,42,21,42,18,18,35808,49,15666,13428,7,112,13428,6,6,6714,42,15666,7,96,96,3,Pinot Noir
9403,5,8,4,461,0,12,28,648,13,16,473,465,36,648,461,33,40,9,17,20,1109,32,676,656,28,489,653,5,8,660,12,652,4,466,469,12,40,48,5532,1844,224,0,0,140,336,20,60,96,298728,112,18144,5184,0,12908,3240,0,0,7776,32,2592,0,2305,3688,0,Red Blend
9404,6,36,10,388,1,9,7,3421,42,19,397,398,43,3422,389,13,16,16,15,45,3809,17,3428,3457,8,395,3427,7,37,3430,46,3431,11,394,424,10,216,90,3492,3880,252,3421,388,42,63,60,54,324,1327348,70,23947,123156,7,2716,20526,6,36,30789,360,34210,10,2328,13968,9,Cabernet Sauvignon
9405,0,25,2,342,0,12,21,96,25,14,354,344,46,96,342,21,33,2,12,37,438,23,117,121,21,363,96,0,25,108,27,98,2,342,367,12,0,24,4104,684,525,0,0,0,252,0,0,300,32832,42,2016,2400,0,7182,0,0,0,1152,50,192,0,0,8550,0,Red Blend
9406,6,16,7,87,1,6,7,3735,22,13,93,94,23,3736,88,13,13,13,12,22,3822,14,3742,3751,8,94,3741,7,17,3741,23,3742,8,93,103,7,96,42,522,609,112,3735,87,42,42,42,36,96,324945,49,26145,59760,7,609,22410,6,16,22410,112,26145,7,522,1392,6,Pinot Noir
9407,6,46,15,647,2,11,50,255,52,26,658,662,96,257,649,56,61,21,17,57,902,65,305,301,52,697,261,8,48,266,61,270,17,653,693,13,276,165,7117,9705,2300,510,1294,300,550,90,66,506,164985,750,12750,11730,100,32350,1530,12,92,2805,690,3825,30,3882,29762,22,Syrah
9408,6,15,10,159,1,7,50,195,21,17,166,169,65,196,160,56,57,16,13,22,354,60,245,210,51,209,201,7,16,202,25,205,11,165,174,8,90,70,1113,1590,750,195,159,300,350,60,42,105,31005,500,9750,2925,50,7950,1170,6,15,1365,150,1950,10,954,2385,7,Chardonnay
9409,3,53,12,116,1,10,11,893,56,22,126,128,64,894,117,14,21,15,13,63,1009,23,904,946,12,127,896,4,54,903,65,905,13,119,169,11,159,120,1160,1392,583,893,116,33,110,36,30,530,103588,132,9823,47329,11,1276,2679,3,53,8930,636,10716,12,348,6148,10,Red Blend
9410,3,12,9,48,1,10,3,1938,15,19,58,57,15,1939,49,6,13,12,13,22,1986,12,1941,1950,4,51,1941,4,13,1948,21,1947,10,51,60,11,36,90,480,432,36,1938,48,9,30,27,30,120,93024,27,5814,23256,3,144,5814,3,12,19380,108,17442,9,144,576,10,Bordeaux-style White Blend
9411,0,18,4,416,0,12,33,438,18,16,428,420,51,438,416,33,45,4,12,30,854,37,471,456,33,449,438,0,18,450,22,442,4,416,434,12,0,48,4992,1664,594,0,0,0,396,0,0,216,182208,132,14454,7884,0,13728,0,0,0,5256,72,1752,0,0,7488,0,Red Blend
9412,6,16,11,121,1,7,32,3339,22,18,128,132,48,3340,122,38,39,17,13,23,3460,43,3371,3355,33,153,3345,7,17,3346,27,3350,12,127,137,8,96,77,847,1331,512,3339,121,192,224,66,42,112,404019,352,106848,53424,32,3872,20034,6,16,23373,176,36729,11,726,1936,7,Syrah
9413,5,8,4,461,0,12,28,2670,13,16,473,465,36,2670,461,33,40,9,17,20,3131,32,2698,2678,28,489,2675,5,8,2682,12,2674,4,466,469,12,40,48,5532,1844,224,0,0,140,336,20,60,96,1230870,112,74760,21360,0,12908,13350,0,0,32040,32,10680,0,2305,3688,0,Red Blend
9414,6,20,4,87,0,3,7,4443,26,7,90,91,27,4443,87,13,10,10,9,23,4530,11,4450,4463,7,94,4449,6,20,4446,24,4447,4,93,107,3,120,12,261,348,140,0,0,42,21,24,18,60,386541,28,31101,88860,0,609,26658,0,0,13329,80,17772,0,522,1740,0,Pinot Noir
9415,6,16,9,159,1,11,50,4081,22,20,170,168,66,4082,160,56,61,15,17,27,4240,59,4131,4097,51,209,4087,7,17,4092,25,4090,10,165,175,12,96,99,1749,1431,800,4081,159,300,550,54,66,176,648879,450,204050,65296,50,7950,24486,6,16,44891,144,36729,9,954,2544,11,Red Blend
9416,6,26,7,552,1,7,32,4463,32,14,559,559,58,4464,553,38,39,13,13,33,5015,39,4495,4489,33,584,4469,7,27,4470,33,4470,8,558,578,8,156,49,3864,3864,832,4463,552,192,224,42,42,182,2463576,224,142816,116038,32,17664,26778,6,26,31241,182,31241,7,3312,14352,7,Red Blend
9417,4,41,12,76,1,4,46,4779,45,16,80,88,87,4780,77,50,50,16,8,45,4855,58,4825,4820,47,122,4783,5,42,4783,53,4791,13,80,117,5,164,48,304,912,1886,4779,76,184,184,48,16,164,363204,552,219834,195939,46,3496,19116,4,41,19116,492,57348,12,304,3116,4,Red Blend
9418,4,16,11,364,1,4,46,2394,20,15,368,375,62,2395,365,50,50,15,8,20,2758,57,2440,2410,47,410,2398,5,17,2398,27,2405,12,368,380,5,64,44,1456,4004,736,2394,364,184,184,44,16,64,871416,506,110124,38304,46,16744,9576,4,16,9576,176,26334,11,1456,5824,4,Red Blend
9419,3,131,12,49,1,10,6,2014,134,22,59,61,137,2015,50,9,16,15,13,141,2063,18,2020,2145,7,55,2017,4,132,2024,143,2026,13,52,180,11,393,120,490,588,786,2014,49,18,60,36,30,1310,98686,72,12084,263834,6,294,6042,3,131,20140,1572,24168,12,147,6419,10,Red Blend
9420,1,24,7,40,1,1,39,2927,25,8,41,47,63,2928,41,40,40,8,2,25,2967,46,2966,2951,40,79,2928,2,25,2928,31,2934,8,41,64,2,24,7,40,280,936,2927,40,39,39,7,1,24,117080,273,114153,70248,39,1560,2927,1,24,2927,168,20489,7,40,960,1,Chardonnay
9421,4,36,10,252,1,4,20,2555,40,14,256,262,56,2556,253,24,24,14,8,40,2807,30,2575,2591,21,272,2559,5,37,2559,46,2565,11,256,288,5,144,40,1008,2520,720,2555,252,80,80,40,16,144,643860,200,51100,91980,20,5040,10220,4,36,10220,360,25550,10,1008,9072,4,Red Blend
9422,0,28,8,342,1,12,21,2551,28,20,354,350,49,2552,343,21,33,8,12,40,2893,29,2572,2579,22,363,2551,1,29,2563,36,2559,9,342,370,13,0,96,4104,2736,588,2551,342,0,252,0,0,336,872442,168,53571,71428,21,7182,0,0,28,30612,224,20408,8,0,9576,12,Red Blend
9423,6,61,12,515,1,6,7,3061,67,18,521,527,68,3062,516,13,13,18,12,67,3576,19,3068,3122,8,522,3067,7,62,3067,73,3073,13,521,576,7,366,72,3090,6180,427,3061,515,42,42,72,36,366,1576415,84,21427,186721,7,3605,18366,6,61,18366,732,36732,12,3090,31415,6,Cabernet Sauvignon
9424,5,19,11,178,1,12,8,3522,24,23,190,189,27,3523,179,13,20,16,17,31,3700,19,3530,3541,9,186,3527,6,20,3534,30,3533,12,183,197,13,95,132,2136,1958,152,3522,178,40,96,55,60,228,626916,88,28176,66918,8,1424,17610,5,19,42264,209,38742,11,890,3382,12,Red Blend
9425,6,43,10,479,1,9,7,4141,49,19,488,489,50,4142,480,13,16,16,15,52,4620,17,4148,4184,8,486,4147,7,44,4150,53,4151,11,485,522,10,258,90,4311,4790,301,4141,479,42,63,60,54,387,1983539,70,28987,178063,7,3353,24846,6,43,37269,430,41410,10,2874,20597,9,Cabernet Sauvignon
9426,6,94,8,388,1,9,7,530,100,17,397,396,101,531,389,13,16,14,15,103,918,15,537,624,8,395,536,7,95,539,102,538,9,394,482,10,564,72,3492,3104,658,530,388,42,63,48,54,846,205640,56,3710,49820,7,2716,3180,6,94,4770,752,4240,8,2328,36472,9,Cabernet Sauvignon
9427,4,24,8,126,1,4,46,494,28,12,130,134,70,495,127,50,50,12,8,28,620,54,540,518,47,172,498,5,25,498,32,502,9,130,150,5,96,32,504,1008,1104,494,126,184,184,32,16,96,62244,368,22724,11856,46,5796,1976,4,24,1976,192,3952,8,504,3024,4,Red Blend
9428,3,45,10,116,1,10,11,4997,48,20,126,126,56,4998,117,14,21,13,13,55,5113,21,5008,5042,12,127,5000,4,46,5007,55,5007,11,119,161,11,135,100,1160,1160,495,4997,116,33,110,30,30,450,579652,110,54967,224865,11,1276,14991,3,45,49970,450,49970,10,348,5220,10,Red Blend
9429,6,6,6,87,0,3,7,3695,12,9,90,93,13,3695,87,13,10,12,9,9,3782,13,3702,3701,7,94,3701,6,6,3698,12,3701,6,93,93,3,36,18,261,522,42,0,0,42,21,36,18,18,321465,42,25865,22170,0,609,22170,0,0,11085,36,22170,0,522,522,0,Pinot Noir
9430,6,34,10,539,1,9,7,2925,40,19,548,549,41,2926,540,13,16,16,15,43,3464,17,2932,2959,8,546,2931,7,35,2934,44,2935,11,545,573,10,204,90,4851,5390,238,2925,539,42,63,60,54,306,1576575,70,20475,99450,7,3773,17550,6,34,26325,340,29250,10,3234,18326,9,Cabernet Sauvignon
9431,0,11,3,342,0,12,21,3459,11,15,354,345,32,3459,342,21,33,3,12,23,3801,24,3480,3470,21,363,3459,0,11,3471,14,3462,3,342,353,12,0,36,4104,1026,231,0,0,0,252,0,0,132,1182978,63,72639,38049,0,7182,0,0,0,41508,33,10377,0,0,3762,0,Red Blend
